managing_body,fund,fund_name,report_year,report_qurater,instrument_type,instrument_sub_type,instrument_id,orig_instrument_id,instrument_name,issuer,activity_industry,currency,fair_value,market_cap,rate_of_fund,rating_agency,reference_index,intrest_rate,date_of_purchase,average_of_duration,date_of_revaluation,rate,yield,rating,par_value,tmp_name,underlying_asset,type_of_asset,rate_of_ipo,liquidity,asset_type
clal,99089,כלל-כללי 2***,2014,2,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,2074828.52,0,0.00298533,מעלות,null,0.0429,null,1.66,null,125.99,0.0036,A+,1646820,null,null,null,0.001933748,סחיר,"אג""ח קונצרני"
clal,99089,כלל-כללי 2***,2014,3,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,2071864.24,0,0.002821444,מעלות,null,0.0429,null,1.41,null,125.81,0.0074,A+,1646820,null,null,null,0.001933748,סחיר,"אג""ח קונצרני"
clal,99089,כלל-כללי 2***,2014,4,ניירות ערך סחירים,"אג""ח קונצרני",7480098,IL0074800983,דיסק מנ שה נד 1,דיסקונט,בנקים,NIS,1063051.13,0,0.138500524,מעלות,null,6.4,null,4.6,null,145.3,1.15,A,731625,null,null,null,0.058437412,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2015,2,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,7932516,0,0.18747879,מעלות,null,4.29,null,1.18,null,123.5,0.17,AA-,6423089.88,null,null,null,1.131328373,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2012,4,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,2596924.4,0,0.00099605,מעלות,null,0.0429,null,2.97,null,130.63,0.0098,A+,1988000,null,null,null,0.002334372,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2013,1,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,2189813.54,0,0.000791115,מעלות,null,0.0429,null,2.84,null,127.64,0.0053,A+,1715617,null,null,null,0.002014531,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2013,2,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,10177579.15,0,0.003495942,מעלות,null,0.0429,null,2.58,null,128.68,0.0054,A+,7909216,null,null,null,0.009287249,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2013,3,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,11249614.3,0,0.003626104,מעלות,null,0.0429,null,2.33,null,130.35,0.0059,A+,8630314,null,null,null,0.010133984,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2013,4,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,11569954.16,0,0.003486818,מעלות,null,0.0429,null,2.09,null,131.77,0.0008,A+,8780416,null,null,null,0.010310239,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2014,1,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,12229079.1,0,0.003544576,מעלות,null,0.0429,null,1.91,null,127.01,-0.0036,A+,9628438,null,null,null,0.011306013,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2014,2,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,12138670.34,0,0.003406604,מעלות,null,0.0429,null,1.66,null,125.99,0.0036,A+,9634630,null,null,null,0.011313284,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2014,3,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,12121328,0,0.003243944,מעלות,null,0.0429,null,1.41,null,125.81,0.0074,A+,9634630,null,null,null,0.011313284,סחיר,"אג""ח קונצרני"
clal,99090,כלל-כללי 3,2014,4,ניירות ערך סחירים,"אג""ח קונצרני",7480098,IL0074800983,דיסק מנ שה נד 1,דיסקונט,בנקים,NIS,9976601.68,0,0.259218317,מעלות,null,6.4,null,4.6,null,145.3,1.15,A,6866209,null,null,null,0.548427791,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2015,2,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,34042921.29,0,0.099183154,מעלות,null,4.29,null,1.18,null,123.5,0.17,AA-,27565118.45,null,null,null,4.85517114,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2012,4,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,44819153,0,0.001654425,מעלות,null,0.0429,null,2.97,null,130.63,0.0098,A+,34310000,null,null,null,0.040287875,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2013,1,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,39376940,0,0.001403179,מעלות,null,0.0429,null,2.84,null,127.64,0.0053,A+,30850000,null,null,null,0.036225034,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2013,2,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,39697780,0,0.001375271,מעלות,null,0.0429,null,2.58,null,128.68,0.0054,A+,30850000,null,null,null,0.036225034,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2013,3,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,46104795,0,0.001536755,מעלות,null,0.0429,null,2.33,null,130.35,0.0059,A+,35370000,null,null,null,0.04153256,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2013,4,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,49295157,0,0.001589362,מעלות,null,0.0429,null,2.09,null,131.77,0.0008,A+,37410000,null,null,null,0.043927991,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2014,1,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,52515659.16,0,0.001651773,מעלות,null,0.0429,null,1.91,null,127.01,-0.0036,A+,41347657,null,null,null,0.048551711,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2014,2,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,102502297.9,0,0.00219715,מעלות,null,0.0429,null,1.66,null,125.99,0.0036,A+,81357487,null,null,null,0.095532504,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2014,3,ניירות ערך סחירים,"אג""ח קונצרני",7480072,IL0074800728,דיסקונט מנ הת ח,דיסקונט,בנקים,NIS,102355854.4,0,0.002132625,מעלות,null,0.0429,null,1.41,null,125.81,0.0074,A+,81357487,null,null,null,0.095532504,סחיר,"אג""ח קונצרני"
clal,99094,כלל-קרן ט',2014,4,ניירות ערך סחירים,"אג""ח קונצרני",7480098,IL0074800983,דיסק מנ שה נד 1,דיסקונט,בנקים,NIS,52639677.76,0,0.159539123,מעלות,null,6.4,null,4.6,null,145.3,1.15,A,36228271,null,null,null,2.893676938,סחיר,"אג""ח קונצרני"
clal,667,מיטבית- עתודות כללית,2015,3,ניירות ערך סחירים,"אג""ח קונצרני",7480098,IL0074800983,דיסק מנ שה נד 1,דיסקונט,בנקים,NIS,250041.74,0,0.027993749,מעלות,null,6.4,1/23/1900,4.01,null,139.99,1.3,A,178614,null,null,null,0.014266516,סחיר,"אג""ח קונצרני"
